Number,Date,Team,Polar,Tweet
5, 2019-03-22,Spurs, 0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
6, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
7, 2019-03-22,Spurs, 0.0, San Antonio Spurs gives tribute to 103yearold Filipino veteran
8, 2019-03-22,Spurs, 0.35, Tottenham Hotspur is a brand devoted to pleasure and has no manufacturing attached Its trains will always be full
9, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
10, 2019-03-22,Spurs, 0.0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
11, 2019-03-22,Spurs, 1.0, RT Lacazettes Greatest player in Tottenhams history Gareth Bale said he was fan of Arsenal and growed up watching Henry amp Bergkamp Yo
12, 2019-03-22,Spurs, 0.0, RT therickyvilla Spurs fans trying to get Eriksen to stay
13, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
14, 2019-03-22,Spurs, 0.0, RT spurs HOW MARCO
15, 2019-03-22,Spurs, -0.25, FplFreddo Suffice to say their recent form makes me wary of Spurs assets
16, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
17, 2019-03-22,Spurs, -0.2, chillyspurs I know taking my dad to the legends game next week He is 89 and been saying for years I hope I ge
18, 2019-03-22,Spurs, 0.0, davidfromdublin SpursOfficial Spurs were never in it dont cod yourself David
19, 2019-03-22,Spurs, 0.0, RT GsPrichard Bone Spurs were not on his last two physicals now where they
20, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
21, 2019-03-22,Spurs, 0.0, RT DoubleClutchUK ICYMI MikeMillerTime HulbertJoe and coachhuw were on this weeks podcast and discussed MarchMadness nuggets c
22, 2019-03-22,Spurs, 0.0, A50Challenge andrealeadsom Doesnt she know that it spurs us onThat if you tell someone or say something sarc
23, 2019-03-22,Spurs, 0.0, Gareth Southgate issues injury update ahead of Liverpool vs Spurs
24, 2019-03-22,Spurs, 0.16, RT StevieAngeles Salute Nice to see the spurs honor a 103year old Filipino World War II veteran on military appreciation night Very t
25, 2019-03-22,Spurs, 0.0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
26, 2019-03-22,Spurs, 0.5, FhelleStarck kentazoroh Reddevilsfan7 MrStephenHowson Love the Pochbonding But look at the freaking statistic
27, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
28, 2019-03-22,Spurs, 0.0, RT empireofthekop This could be a big blow ahead of LIVTOT
29, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
30, 2019-03-22,Spurs, -0.2, RT footynews34 31 to Venezuela that penalty from Josef Martinez of Atlanta United is simple and finishes the game off for Vino tinto
31, 2019-03-22,Spurs, 0.2, RT DawkinsDog CNNTonight tedlieu He wanted to he really did but he was just on the way to Muellers office when whaddayaknow his bo
32, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
33, 2019-03-22,Spurs, 0.0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
34, 2019-03-22,Spurs, 0.0, toulouse64 pb70mcr morganhughes14 Rangers and Celtic are both big clubs in their league Chelsea become a big
35, 2019-03-22,Spurs, 0.0, RobbieSavage8 VVD by a mile Transformed a team who were in the same bracket and Spurs Chelsea and Arsenal last s
36, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
37, 2019-03-22,Spurs, 0.0, FplFreddo One of Burnleys goals never should have stood same with the Leicester one Palace was a clusterfuck t
38, 2019-03-22,Spurs, 0.0, The man bleeds Spurs
39, 2019-03-22,Spurs, 0.0, RT SpursOfficial Get up to 40 off our away kit at Spurs Shop
40, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
41, 2019-03-22,Spurs, 0.5, RT NathanHRubin Trump famously avoided the Vietnam War because he had bone spursWell those records still exist somewhererealDon
42, 2019-03-22,Spurs, 0.0, West postseason1 warriors 49222 nuggets 49223 HoustonRockets 46274 trailblazers 44275 okcthunder 4
43, 2019-03-22,Spurs, 0.0, RT HoustonRockets BIG block Big Fella Rockets 111 l Spurs 105 201 seconds
44, 2019-03-22,Spurs, -0.2, SheldonStiff IKEBucks U act like spurs aint beat yall a few days ago
45, 2019-03-22,Spurs, 0.25, RT GrassrootsSpeak mmpadellan Pete Buttigieg taught himself Norwegian so he could read more booksHe was Magna Cum Laude at Harvard amp a
46, 2019-03-22,Spurs, 0.0, Gareth Southgate issues injury update ahead of Liverpool vs Spurs
47, 2019-03-22,Spurs, 0.0, ShedHender MoggMentum Fifty percent of it will be Spurs fans
48, 2019-03-22,Spurs, 0.0, RT TwitterMoments James Harden tied his careerhigh with 61 points as the HoustonRockets came back to defeat the Spurs Harden joins Wil
49, 2019-03-22,Spurs, 0.7, Block 116 should be as good as a view I had at Spurs in block 115 wwfc
50, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
51, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
52, 2019-03-22,Spurs, 0.0, VirgilvDijk OnsOranje Well done Virgil looking forward to seeing you back in a red shirt against spurs we ma
53, 2019-03-22,Spurs, 0.55, RT FtblTrentt Popular Opinion Aston Villa are a better club than spurs
54, 2019-03-22,Spurs, 0.0, RT spurs HOW MARCO
55, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
56, 2019-03-22,Spurs, 0.0, RT Reuters NBA roundup Harden scores 61 as Rockets stop Spurs
57, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
58, 2019-03-22,Spurs, 0.0, RT BillieT A welsh bloke with no prior attachment to spurs before signing supported a different club when he was a child These are the
59, 2019-03-22,Spurs, 0.0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
60, 2019-03-22,Spurs, -0.12, RT RealSkipBayless Yes Harden tied his career high w 61 BUT THIS GAME CHANGED WHEN HE GOT AWAY WITH FLOPPING amp CREATING A PHANTOM OFFEN
61, 2019-03-22,Spurs, 0.2, Kebabslasken AFaheyOfficial ltarsenal We literally just beat them a few months ago and got robbed in their own
62, 2019-03-22,Spurs, 0.5, RT NathanHRubin Trump famously avoided the Vietnam War because he had bone spursWell those records still exist somewhererealDon
63, 2019-03-22,Spurs, -0.8, 26andcaptain The talking heads and journos hate the fact that England cant fill every position with city spurs a
64, 2019-03-22,Spurs, 0.21, SpursOfficial The new Tottenham Hotspur Stadium is Looking Very Smart Hopefully the supporters will injoy the n
65, 2019-03-22,Spurs, 0.0, OnThisDay Spurs smash the Saints at the Lane March 23rd 1985 THFC COYS
66, 2019-03-22,Spurs, 0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
67, 2019-03-22,Spurs, 0.0, RT TheRenderNBA James Harden still putting in work after dropping 61 on the Spurs
68, 2019-03-22,Spurs, 0.0, SimplySpurs Imagine thinking Kane can defend the front post
69, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
70, 2019-03-22,Spurs, 0.9, Rockets GM Morey comments on an incredible Spurs stat WOAI
71, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
72, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
73, 2019-03-22,Spurs, 0.39, RT PaulGascoigne8 Wow just had2add this as my time at spurs was familyIm soz just a bit too excited to be playing I loved the club e
74, 2019-03-22,Spurs, 0.0, This could be a big blow ahead of LIVTOT
75, 2019-03-22,Spurs, 0.23, Kebabslasken naphtrax ltarsenal Bayern are the only team there that I can say fair enough he walks into the spu
76, 2019-03-22,Spurs, 0.0, BenBuchen24 Yeah but spurs wanted 3 1st rd picks as well Again hes not AD
77, 2019-03-22,Spurs, 0.0, RT JonEntine Uncertain future of Ugandas GMO law spurs anxiety confusion among biotech supporters wambotwit
78, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
79, 2019-03-22,Spurs, 0.2, RT RickSpur SunSport understand Tottenham Hotspur are now ready to offload both rightbacks Kieran Trippier and Serge Aurier this summ
80, 2019-03-22,Spurs, 0.5, RT NathanHRubin Trump famously avoided the Vietnam War because he had bone spursWell those records still exist somewhererealDon
81, 2019-03-22,Spurs, 0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
82, 2019-03-22,Spurs, 0.0, Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
83, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
84, 2019-03-22,Spurs, 0.12, AjiBabang Move to Madrid first the only thing Kane will achieve in Spurs is to put the pressure on
85, 2019-03-22,Spurs, -0.01, TFergSZN PeakBrodie Thats number two for me bro the Ray Allen shot was the most ridiculous shit Ive seen in sp
86, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
87, 2019-03-22,Spurs, 0.0, RT HotspurMemories OnThisDay March 13th 2016 Premier LeagueAston Villa 02 Tottenham HotspurHKane 4548COYS THFC Spurs EPL
88, 2019-03-22,Spurs, 0.0, RT Ballislife James Harden vs the Spurs 61 PTS 1934 FG 913 3PT 1417 FT 7 REB 3 STL He has scored over 30 PTS against every NB
89, 2019-03-22,Spurs, 0.0, RT spurs Battled back but thatll do it in Houston Next up Boston on Sunday GoSpursGo
90, 2019-03-22,Spurs, 0.5, SayNoMore33 Youre gonna need a lot more than 7080m to convince Spurs to sell Son
91, 2019-03-22,Spurs, 0.1, RT ricfouad latimes reidbj Right So while President Bone Spurs is deploying our military to protect the southern border from real
92, 2019-03-22,Spurs, 0.0, LivEchoLFC JamesPearceEcho ptgorst LFC still have Spurs and Chelsea
93, 2019-03-22,Spurs, 0.0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
94, 2019-03-22,Spurs, -0.2, RT TrollFootball Arsenal has won the internet with this tweet completely destroying Spurs Troll of the week
95, 2019-03-22,Spurs, 0.25, RT Bassi1995 Selling 1 ticket to Liverpool vs spurs meet at groundDm if interested lfctickets11 dreamtickets5
96, 2019-03-22,Spurs, 0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
97, 2019-03-22,Spurs, 0.5, RT YedIin the time Jack Grealishs brother beefed with a Spurs ITK is an iconic Spurs Twitter moment that needs to be remembered more htt
98, 2019-03-22,Spurs, 0.0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
99, 2019-03-22,Spurs, 0.0, WeLoveWolves Nope Its the overall experience that counts Spurs going to be left in our wake on and off field ne
0, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
1, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
2, 2019-03-22,Watford, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
3, 2019-03-22,Watford, 0.28, Blast From The Past On This Day 1962 JHs Boys Warrant Win At Watford
4, 2019-03-22,Watford, 0.0, WatfordFC tucupereyra37 wtfwatford on drugs
5, 2019-03-22,Watford, 0.23, JKSimpson10 stoneflowerjane At Watford Gap at present happy bunch making a pit stop Other coaches here on the s
6, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
7, 2019-03-22,Watford, 0.0, 2nd April Arsenal Vs Newcastle 3AM12th April Arsenal Vs Napoli 3AM16th April Watford Vs Arsenal 3AM19th
8, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
9, 2019-03-22,Watford, 0.0, Watford Gap services rammed with marchers Overheard chatter is all about a million putitothepeople
10, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
11, 2019-03-22,Watford, 0.0, RT SalBrinton On the train from Watford to PeoplesVoteMarch asking to RevokeArt50Now
12, 2019-03-22,Watford, 0.0, Lukaku doubt for Watford clash as hes yet to recover from foot injury
13, 2019-03-22,Watford, 0.0, NethertonWolves Wolves LaurieDalrymple FlavellSimon In contrast the Watford STHs get 2 tickets each and theyr
14, 2019-03-22,Watford, 0.0, McHardySimon CPFC The club needs a kick up the arseLoads of apathy at the moment Watford was one thing seaweed was unacceptable
15, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
16, 2019-03-22,Watford, 0.1, Right Ive got a BOSS playlist on Im wide awake weve left Watford Gap Im ready to go PeoplesVoteMarch MarchingWodz
17, 2019-03-22,Watford, 0.0, On our way to Watford to watch Morgan Brett play in goal for NCFC
18, 2019-03-22,Watford, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
19, 2019-03-22,Watford, 0.0, MikePhelan1 CCMariners Been on the Gold Coast for last three weeks lad Will be back in sunny Manchester for th
20, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
21, 2019-03-22,Watford, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
22, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
23, 2019-03-22,Watford, 0.0, Wolves v Watford FA Cup Semi Final at Wembley Stadium ticket sorted WolvesAyWe EmiratesFACup
24, 2019-03-22,Watford, 0.0, You lot think you will even sell 10k at Wembley watford wfc
25, 2019-03-22,Watford, 0.0, RT WhoScored Raheem Sterling Last 7 competitive starts Chelsea Schalke Chelsea Bournemouth Watford
26, 2019-03-22,Watford, 0.25, RT OptaJoe 3 Raheem Sterling is the first England player to score a hattrick for club and country vs Watford amp Czech Republic in the
